company_name,tradingsymbol,fiscal_year,current_assets,current_liabilities,inventory,total_liabilities,total_assets,total_debt,total_equity,net_profit,revenue,ebit,interest_expense,operating_cash_flow,free_cash_flow,eps
MAHASTEEL,MAHASTEEL,2018,4217.83,4649.29,697.45,11321.68,18702.78,8764.57,8562.22,990.95,12439.1,1570.0,818.09,1091.93,1064.66,4.9186
MAHASTEEL,MAHASTEEL,2019,8106.7,4679.38,1601.93,11517.42,19168.16,8943.77,8367.4,1044.42,12660.84,1712.5,1048.25,897.29,815.98,3.4614
MAHASTEEL,MAHASTEEL,2020,7604.35,4035.35,1626.19,10946.08,19361.78,8360.21,8415.69,1067.14,13068.68,1788.84,723.77,712.66,492.51,8.8467
MAHASTEEL,MAHASTEEL,2021,6098.85,4308.81,393.65,11415.88,20677.03,8464.17,9261.16,1111.4,12649.76,2044.53,856.52,949.61,720.5,3.3369
MAHASTEEL,MAHASTEEL,2022,8913.0,4454.34,1851.66,12332.06,21055.83,8565.14,8723.77,1118.88,13293.5,1629.17,536.64,1215.62,984.02,3.2194
MAHASTEEL,MAHASTEEL,2023,9555.36,4438.15,1523.37,12479.73,21673.48,8064.16,9193.75,1139.78,13091.85,1706.05,403.52,1206.44,973.02,6.635
MAHAVEER,MAHAVEER,2018,3192.68,2330.37,208.2,3172.05,14162.87,1754.14,10990.83,2182.89,6557.33,3909.69,114.94,2687.96,2609.72,12.1455
MAHAVEER,MAHAVEER,2019,5417.18,3245.13,1167.83,4861.58,15359.29,1759.03,10497.71,2171.25,6330.59,3608.96,174.44,1990.31,1793.35,8.3523
MAHAVEER,MAHAVEER,2020,6155.21,4476.41,1036.93,4901.75,15897.51,1716.66,10995.75,2312.65,6445.28,4097.3,193.89,2078.62,2012.28,7.7337
MAHAVEER,MAHAVEER,2021,6745.19,4133.47,1414.57,4882.17,15791.97,1718.98,10909.8,2355.95,6735.54,3719.29,162.33,2641.4,2566.49,12.2047
MAHAVEER,MAHAVEER,2022,5937.05,4765.51,807.77,5376.73,16506.21,1605.67,11129.47,2399.12,6879.91,4643.37,168.42,2387.23,2198.53,51.5504
MAHAVEER,MAHAVEER,2023,4576.13,4485.53,665.95,5797.31,17004.39,1587.52,11207.08,2497.78,6987.77,5214.67,108.04,2197.95,2077.59,21.2148
MAHEPC,MAHEPC,2018,3310.39,3286.67,327.08,9259.26,12354.12,7451.59,4117.18,207.95,16288.72,418.99,591.1,136.58,42.91,1.1386
MAHEPC,MAHEPC,2019,4841.27,3821.48,430.45,9760.95,12419.44,7659.14,3858.27,219.47,16643.71,450.9,453.36,227.81,203.65,1.6343
MAHEPC,MAHEPC,2020,4636.62,2699.67,1046.91,9477.36,13324.87,6980.92,3847.52,222.44,16593.43,322.32,558.33,124.75,-0.49,4.7402
MAHEPC,MAHEPC,2021,5362.09,2615.41,822.4,9808.29,13761.67,7015.47,3953.38,232.11,16881.53,405.29,757.59,308.27,272.99,0.8503
MAHEPC,MAHEPC,2022,4241.16,3379.29,366.24,10080.93,14154.71,6643.66,4073.78,234.15,17276.17,331.38,672.92,293.11,185.83,5.6357
MAHEPC,MAHEPC,2023,5679.81,4020.12,443.45,10176.56,14165.2,6942.2,3988.65,247.07,17447.95,417.29,573.53,255.23,56.75,0.7544
MAHESHWARI,MAHESHWARI,2018,6503.1,5118.71,1430.82,4436.66,17750.94,1621.37,14333.82,486.91,13517.0,769.07,175.08,644.38,467.86,2.2997
MAHESHWARI,MAHESHWARI,2019,4038.02,3374.64,387.58,3494.82,16816.41,1638.77,14797.93,493.62,14504.81,934.36,94.61,612.1,491.2,2.8557
MAHESHWARI,MAHESHWARI,2020,7033.35,4488.91,801.36,4028.14,18398.28,1559.24,15514.26,512.56,14687.3,723.81,70.97,484.28,432.73,2.3905
MAHESHWARI,MAHESHWARI,2021,4837.12,5109.9,335.99,4409.74,18525.42,1599.3,15656.44,531.03,15021.77,905.84,157.71,699.98,660.89,11.6183
MAHESHWARI,MAHESHWARI,2022,6781.02,6397.4,1414.01,5010.29,20314.32,1491.72,16017.02,538.13,14506.77,1052.59,125.14,720.23,526.38,2.3477
MAHESHWARI,MAHESHWARI,2023,4950.66,5512.64,453.29,4515.53,20884.62,1483.58,16878.93,554.38,15349.92,925.02,161.64,582.42,423.44,6.9909
MAHIP,MAHIP,2018,2506.03,2350.24,337.32,6507.17,7729.83,4386.34,1222.65,428.56,14557.81,660.24,328.31,481.71,382.46,1.3379
MAHIP,MAHIP,2019,2502.37,2107.05,378.37,6601.35,7793.46,4378.54,1192.11,439.05,14881.59,774.92,221.87,422.91,254.48,9.5106
MAHIP,MAHIP,2020,3421.4,1666.03,320.15,6808.59,7993.8,4185.69,1185.21,443.0,14731.79,868.58,303.33,426.13,346.78,2.8252
MAHIP,MAHIP,2021,3141.08,2008.54,402.67,7251.98,8490.78,4250.55,1238.8,470.13,15097.95,939.65,369.44,443.58,209.21,2.8262
MAHIP,MAHIP,2022,2341.05,2587.6,297.95,7569.89,8799.78,3959.85,1229.88,475.65,15412.44,981.62,410.74,529.54,380.88,8.0491
MAHIP,MAHIP,2023,3281.15,2707.12,228.2,7621.65,8833.11,4101.13,1211.46,491.25,16058.63,793.34,354.05,604.06,425.19,2.3821
MAHKTECH,MAHKTECH,2018,1659.22,1578.22,300.58,6524.03,6766.65,5434.74,242.62,1526.3,5598.53,2607.24,342.73,1315.3,1292.39,12.1356
MAHKTECH,MAHKTECH,2019,2960.78,1251.49,502.68,6569.23,6820.81,5407.41,251.59,1498.19,5740.97,2728.49,477.29,1279.31,1149.82,9.5751
MAHKTECH,MAHKTECH,2020,1817.9,1769.82,237.6,6813.36,7067.23,5304.81,253.87,1636.82,5800.44,3273.8,578.44,1910.9,1847.95,5.2608
MAHKTECH,MAHKTECH,2021,2866.28,2201.98,240.21,7061.65,7324.1,5478.67,262.45,1605.78,5845.35,2397.96,588.68,1818.93,1626.38,13.1211
MAHKTECH,MAHKTECH,2022,1892.06,1281.95,255.47,7635.24,7893.39,5199.6,258.14,1713.69,5912.67,2743.53,480.12,1440.5,1351.05,8.8488
MAHKTECH,MAHKTECH,2023,2804.27,2130.59,182.16,7782.39,8052.19,5087.84,269.79,1732.56,5997.83,2916.01,603.54,2041.04,2021.3,10.598
MAHLIFE,MAHLIFE,2018,2093.95,2139.04,403.18,11658.8,9481.19,10482.33,272.3,182.37,22526.26,360.66,1241.9,178.02,120.98,1.9014
MAHLIFE,MAHLIFE,2019,4152.05,3017.15,707.77,11865.71,9646.31,10206.27,249.97,191.54,22225.99,317.12,556.27,106.84,-93.62,0.6591
MAHLIFE,MAHLIFE,2020,2512.29,2704.93,213.6,11362.02,9924.63,9874.31,266.44,195.5,23124.04,326.51,1156.64,261.42,45.72,1.6688
MAHLIFE,MAHLIFE,2021,2842.9,2578.15,554.57,11103.25,9821.1,9685.27,248.5,201.34,22219.29,420.2,512.65,193.32,121.18,1.0439
MAHLIFE,MAHLIFE,2022,2488.81,2878.76,474.65,11462.73,10108.3,9879.41,258.69,202.59,22701.63,377.19,530.95,266.14,177.82,0.9425
MAHLIFE,MAHLIFE,2023,2854.58,2168.01,464.77,10434.1,10595.71,9241.69,265.08,202.84,23925.47,356.52,466.23,170.74,17.59,3.8415
MAHLOG,MAHLOG,2018,3679.29,5016.36,269.53,6306.96,16043.96,3547.96,11811.49,1716.5,7912.55,3339.47,252.74,1907.31,1873.77,4.9384
MAHLOG,MAHLOG,2019,5883.84,4395.85,546.54,5898.81,16211.03,3481.09,11493.62,1681.97,8126.67,2469.83,272.61,1869.54,1669.85,16.9363
MAHLOG,MAHLOG,2020,6030.88,5675.55,901.31,6370.18,16702.44,3248.63,11408.89,1793.4,7919.38,3450.85,148.29,1799.37,1653.92,38.8801
MAHLOG,MAHLOG,2021,4659.2,3745.59,681.11,5908.9,17770.21,3325.79,11861.31,1851.54,8377.31,2716.76,243.0,1251.97,1220.32,21.7356
MAHLOG,MAHLOG,2022,6804.2,5113.92,539.2,6019.75,17776.39,3207.09,11848.76,1907.13,8306.93,3159.46,278.51,1647.43,1513.54,19.756
MAHLOG,MAHLOG,2023,7777.03,5674.81,1040.51,6217.57,18803.49,3096.43,12631.91,1967.47,8551.11,4052.84,168.18,1457.5,1350.13,5.9211
MAHSCOOTER,MAHSCOOTER,2018,5016.38,2485.42,888.07,3891.28,12495.25,2213.0,8603.96,2047.96,12164.34,3475.03,164.36,2598.93,2553.85,6.0899
MAHSCOOTER,MAHSCOOTER,2019,4578.67,2762.41,556.11,4027.98,12925.31,2194.19,8897.33,2073.32,13102.21,4147.67,202.03,2001.8,1902.2,13.7419
MAHSCOOTER,MAHSCOOTER,2020,4328.15,4374.52,577.48,4476.53,13612.83,2070.55,9178.95,2112.97,12569.97,3726.07,127.65,1422.86,1290.68,13.031
MAHSCOOTER,MAHSCOOTER,2021,3913.54,3818.32,690.78,4755.01,14048.14,2034.69,9293.13,2227.53,13347.9,3403.86,214.09,2601.96,2560.9,17.1386
MAHSCOOTER,MAHSCOOTER,2022,4757.43,4777.58,467.5,5750.3,14860.06,2006.95,9109.76,2259.08,12972.9,4444.48,205.55,2184.43,2038.21,8.8623
MAHSCOOTER,MAHSCOOTER,2023,4793.83,3755.9,356.28,5058.86,14623.05,1925.15,9564.19,2341.81,13281.3,4176.23,184.06,2456.18,2213.51,21.2446
MAHSEAMLES,MAHSEAMLES,2018,3686.96,1977.83,677.93,8240.52,10992.54,6820.45,2752.02,1749.93,21573.13,2750.54,798.81,2114.22,1876.59,5.1383
MAHSEAMLES,MAHSEAMLES,2019,3460.26,2255.61,392.75,8708.16,11487.04,6710.44,2778.88,1817.01,21192.21,3494.31,466.04,1839.88,1733.86,9.9228
MAHSEAMLES,MAHSEAMLES,2020,2731.6,3645.15,552.05,9088.76,11782.04,6820.18,2693.29,1885.25,21190.02,3188.78,762.1,2518.06,2476.57,20.813
MAHSEAMLES,MAHSEAMLES,2021,3494.77,2619.93,349.3,9008.71,11931.22,6237.07,2922.51,1855.86,21847.24,2920.34,746.87,2139.14,1930.38,31.3395
MAHSEAMLES,MAHSEAMLES,2022,3837.52,3989.01,284.45,10232.73,13028.92,6522.22,2796.19,1912.75,22162.46,3853.09,454.11,1054.6,959.91,7.46
MAHSEAMLES,MAHSEAMLES,2023,3332.93,4474.92,584.25,10429.57,13371.07,6077.72,2941.5,2032.41,22502.85,2987.14,501.16,1797.74,1616.31,6.1326
MAIDEN,MAIDEN,2018,1774.79,1260.92,153.61,6558.57,4094.75,5865.07,252.65,765.91,11119.23,1483.88,519.46,568.35,455.91,3.1995
MAIDEN,MAIDEN,2019,1720.86,988.53,124.12,6257.19,4221.69,5713.49,249.62,794.73,11940.18,1280.14,360.87,623.8,513.5,6.9492
MAIDEN,MAIDEN,2020,980.4,1370.12,168.43,6209.24,4414.47,5455.67,233.33,808.79,11780.66,1380.6,593.09,741.58,626.7,2.8018
MAIDEN,MAIDEN,2021,1715.0,1460.51,163.86,6428.71,4642.61,5625.43,265.27,831.53,11825.52,1694.66,424.42,640.2,619.23,2.4808
MAIDEN,MAIDEN,2022,1483.05,1340.41,102.91,6078.58,4525.47,5341.36,268.25,832.49,12274.94,1356.6,309.67,592.95,463.96,7.8905
MAIDEN,MAIDEN,2023,1148.43,1123.41,122.23,5810.12,4816.63,5192.24,249.28,869.88,12384.14,1471.53,621.2,1065.15,965.21,4.95
MAINFRA,MAINFRA,2018,831.76,812.51,181.69,2353.01,2616.32,892.82,263.32,445.39,21367.3,728.85,75.77,337.71,135.79,1.8409
MAINFRA,MAINFRA,2019,1121.81,774.11,116.1,2500.39,2762.12,893.97,261.73,472.51,21054.59,960.41,79.5,297.87,108.76,10.3095
MAINFRA,MAINFRA,2020,1173.31,736.06,174.36,2553.53,2805.44,868.54,251.91,502.46,21968.39,914.89,91.0,468.05,349.57,2.4624
MAINFRA,MAINFRA,2021,867.02,561.84,112.53,2590.36,2854.06,874.57,263.7,505.63,21990.36,932.09,68.93,352.37,115.02,5.3493
MAINFRA,MAINFRA,2022,741.67,961.83,69.09,2605.82,2870.27,847.44,264.45,522.76,22167.42,914.5,60.06,670.69,451.48,2.2278
MAINFRA,MAINFRA,2023,1155.4,598.04,79.43,2719.72,2988.41,828.53,268.69,543.59,22397.4,932.46,93.83,541.82,472.57,9.3678
MAITHANALL,MAITHANALL,2018,8211.54,4256.4,1334.67,4738.16,20079.93,2397.14,16675.37,1400.81,17738.95,2778.8,193.77,1188.87,952.66,10.6251
MAITHANALL,MAITHANALL,2019,5974.39,4294.35,1229.68,4740.94,21605.13,2379.05,17469.65,1439.0,17107.11,2716.29,240.27,1069.79,981.67,5.3691
MAITHANALL,MAITHANALL,2020,8704.66,5246.81,1677.41,5212.07,21869.18,2326.33,17334.98,1507.86,18487.9,2610.69,176.38,961.3,731.76,7.1767
MAITHANALL,MAITHANALL,2021,9702.25,6955.53,951.06,6097.73,22023.63,2272.19,17891.95,1545.89,18099.9,2218.19,165.66,967.4,815.75,17.1461
MAITHANALL,MAITHANALL,2022,10004.29,5722.9,2238.7,5584.23,23137.63,2213.36,17553.4,1593.54,18423.07,2388.75,233.77,1368.13,1287.25,5.9213
MAITHANALL,MAITHANALL,2023,6361.23,5732.69,633.5,5346.29,23127.56,2193.32,18218.43,1646.21,18731.66,2949.0,219.38,1251.84,1095.55,7.0522
MAITRI,MAITRI,2018,1652.07,1102.54,370.01,4539.95,4794.54,3784.32,254.59,1025.13,3566.05,1708.9,299.63,993.75,780.12,5.456
MAITRI,MAITRI,2019,1156.28,946.81,70.19,4867.68,5116.74,3721.87,249.05,1063.66,3615.32,2109.63,313.49,884.98,824.08,3.7881
MAITRI,MAITRI,2020,1361.27,1036.33,273.68,5058.84,5310.2,3694.72,251.35,1071.82,3678.07,1790.8,410.46,1372.22,1201.56,3.8358
MAITRI,MAITRI,2021,2015.7,1586.82,376.7,5168.06,5432.53,3560.47,264.48,1125.02,3821.54,1818.65,323.88,1483.79,1467.01,7.5672
MAITRI,MAITRI,2022,2341.49,1239.49,359.36,5386.06,5652.38,3496.38,266.32,1140.36,3738.33,1935.81,169.89,1458.54,1365.49,22.5343
MAITRI,MAITRI,2023,1821.82,1250.94,192.5,5479.39,5738.57,3486.23,259.18,1158.07,3789.01,1807.32,383.38,987.47,845.29,7.4512
MAJESAUT,MAJESAUT,2018,5061.44,3376.25,1077.69,3285.41,14844.21,1428.47,12065.62,209.65,15333.35,436.54,83.27,226.08,156.49,1.8871
MAJESAUT,MAJESAUT,2019,5020.71,4711.65,1137.96,3981.99,14659.49,1390.59,12145.38,215.99,15229.14,306.21,157.52,138.32,48.89,1.1965
MAJESAUT,MAJESAUT,2020,5803.98,4636.57,1291.5,3917.06,15138.27,1366.94,12872.98,220.59,15448.33,373.74,78.81,216.18,106.56,1.7091
MAJESAUT,MAJESAUT,2021,5172.33,3658.69,708.51,3577.45,16242.19,1299.12,12664.74,229.64,15639.33,346.56,80.01,209.36,28.02,1.7328
MAJESAUT,MAJESAUT,2022,6274.74,3287.23,1024.0,3070.48,16028.16,1262.51,13054.59,237.34,15995.24,425.8,117.14,244.89,54.91,0.856
MAJESAUT,MAJESAUT,2023,7229.96,4296.99,1004.33,4090.53,16917.46,1289.95,12826.93,237.85,16731.6,333.87,138.45,270.13,159.37,0.7481
MAKEINDIA,MAKEINDIA,2018,2488.26,1139.43,264.26,8999.6,6339.0,8372.91,243.46,2064.07,5562.4,4291.74,959.52,1590.99,1520.23,20.2282
MAKEINDIA,MAKEINDIA,2019,2065.75,2185.67,441.21,9044.59,6572.88,7842.47,246.54,2051.25,5573.82,4077.31,738.79,2046.0,1893.71,17.111
MAKEINDIA,MAKEINDIA,2020,2960.01,1890.91,400.22,8741.36,6669.18,7701.36,266.11,2075.1,5569.21,3467.86,810.07,1716.39,1602.7,14.6464
MAKEINDIA,MAKEINDIA,2021,2859.05,1826.52,171.81,8964.12,7085.38,7959.53,254.68,2137.46,5595.49,3152.02,950.37,2572.95,2512.95,10.7493
MAKEINDIA,MAKEINDIA,2022,2989.83,1890.4,672.48,8634.83,7195.74,7595.11,264.8,2232.87,5783.22,3555.67,671.71,2114.13,2070.97,12.8793
MAKEINDIA,MAKEINDIA,2023,2729.73,1155.09,320.04,7874.35,7165.59,7239.05,273.34,2317.13,5863.55,4834.46,448.92,2763.95,2687.17,28.3106
MAKERSL,MAKERSL,2018,5079.85,4233.09,905.69,7619.29,16078.71,5291.09,8556.1,2165.14,15468.05,3573.34,628.46,1553.06,1392.75,8.2622
MAKERSL,MAKERSL,2019,6924.3,3385.4,462.6,8471.02,17112.38,5216.73,8641.36,2284.66,16066.35,4267.78,400.9,3051.54,2843.05,11.1383
MAKERSL,MAKERSL,2020,4640.75,3016.44,324.34,8145.65,17239.03,5243.03,9093.38,2238.2,16119.94,3355.8,543.47,2049.99,1862.91,8.7011
MAKERSL,MAKERSL,2021,6901.53,5821.79,741.92,8410.21,17337.96,5117.63,8927.76,2379.79,16184.67,3522.68,362.39,1430.08,1244.12,12.3836
MAKERSL,MAKERSL,2022,7841.91,3920.07,1226.58,9176.03,18174.65,4942.79,8998.62,2409.89,16176.63,4936.61,586.58,1565.05,1528.86,7.324
MAKERSL,MAKERSL,2023,4417.31,5387.41,423.78,10034.4,19286.97,4656.61,9252.57,2460.27,16752.07,3803.01,344.48,2115.59,1897.68,7.9664
MALLCOM,MALLCOM,2018,1689.85,1312.59,340.62,11771.76,4941.65,11049.84,246.94,570.28,6126.02,838.62,632.53,544.08,420.98,12.1195
MALLCOM,MALLCOM,2019,1441.26,1037.18,197.65,11173.03,5094.42,10602.58,256.35,624.08,6095.26,1179.78,854.26,792.15,648.25,10.6331
MALLCOM,MALLCOM,2020,2146.77,1124.29,204.93,11378.99,5328.46,10760.63,254.37,615.75,5863.24,1070.21,717.8,628.19,484.81,2.9374
MALLCOM,MALLCOM,2021,1937.86,1592.92,303.49,11641.44,5817.89,10765.33,262.85,618.86,6257.09,1182.49,858.42,724.35,564.32,2.8602
MALLCOM,MALLCOM,2022,1832.34,1469.27,242.1,11415.91,5740.57,10607.81,265.75,651.96,6298.37,1366.66,1205.08,406.95,170.68,2.2376
MALLCOM,MALLCOM,2023,2375.72,1714.65,195.92,10924.32,5771.35,9981.26,262.69,658.37,6300.76,1350.86,690.02,641.5,451.69,2.7365
MALPANI,MALPANI,2018,3262.28,4054.58,699.75,3016.38,13841.15,786.36,11707.83,1833.08,11674.38,3394.22,37.96,1896.03,1694.74,6.7078
MALPANI,MALPANI,2019,3814.77,3558.43,397.25,3334.98,14345.39,782.77,11010.4,1886.83,11943.9,3945.84,54.66,1247.46,1018.43,6.8138
MALPANI,MALPANI,2020,6313.93,2767.18,908.58,4296.19,15476.42,750.43,11180.23,1879.4,12372.49,3037.81,73.42,1160.78,945.21,7.144
MALPANI,MALPANI,2021,6127.48,4968.61,1329.25,3574.38,14951.34,747.44,11376.96,1982.16,11952.53,3646.64,88.03,2491.38,2468.77,10.5935
MALPANI,MALPANI,2022,5834.63,4815.36,1268.71,4476.7,15876.24,728.62,11399.53,2112.75,12603.42,4149.53,77.7,2381.13,2174.48,6.3307
MALPANI,MALPANI,2023,6223.83,2740.8,1024.2,4909.62,16638.91,702.89,11729.29,2104.57,13325.95,3641.31,58.78,2536.67,2410.71,47.3392
MALUPAPER,MALUPAPER,2018,3456.79,1934.52,299.01,10316.26,9534.17,9252.27,252.83,1021.42,13720.12,1941.09,918.03,641.34,413.2,4.0022
MALUPAPER,MALUPAPER,2019,2196.36,2602.9,179.28,11221.2,9478.69,9789.61,242.42,1066.58,13737.77,1650.83,692.31,771.85,662.56,3.049
MALUPAPER,MALUPAPER,2020,4085.26,1876.37,913.66,10350.93,10085.72,9318.92,244.98,1037.46,13534.61,1471.02,498.24,736.48,549.69,5.1247
MALUPAPER,MALUPAPER,2021,2846.0,3225.45,431.35,10923.05,10386.74,9149.05,256.88,1105.73,14105.33,1594.83,442.99,608.34,407.66,6.6896
MALUPAPER,MALUPAPER,2022,3378.36,3052.71,733.32,10896.25,10727.21,9217.26,274.8,1120.86,14264.14,1838.65,490.67,1259.52,1020.95,5.9229
MALUPAPER,MALUPAPER,2023,4970.58,1927.28,903.89,10881.73,11154.55,8750.77,272.83,1197.6,14665.99,2358.2,1004.92,917.11,803.94,4.8056
MAM150INAV,MAM150INAV,2018,1623.3,839.79,203.83,5959.15,4157.95,5497.27,244.28,831.97,12971.37,1594.32,478.09,914.0,797.92,4.2025
MAM150INAV,MAM150INAV,2019,1494.79,1158.56,122.73,6079.49,4443.04,5442.28,251.0,850.65,13155.34,1731.28,264.04,733.75,522.89,9.09
MAM150INAV,MAM150INAV,2020,1358.04,832.83,218.28,5739.41,4549.1,5281.35,269.01,884.41,13426.83,1622.09,244.06,632.07,545.96,13.4812
MAM150INAV,MAM150INAV,2021,1803.65,1045.76,198.95,5670.05,4777.28,5094.88,259.33,915.14,13586.16,1296.61,385.73,550.69,505.8,3.3659
MAM150INAV,MAM150INAV,2022,1289.53,1736.21,192.84,6058.94,5127.59,5104.03,265.25,935.77,13843.26,1879.17,349.3,532.66,384.58,5.3117
MAM150INAV,MAM150INAV,2023,1189.36,1473.03,135.74,5691.76,5109.1,4881.6,287.0,968.16,14059.81,1650.39,336.37,1145.01,1024.88,3.3961
MAMATA,MAMATA,2018,4752.8,2145.91,765.2,12970.51,12904.6,11790.27,286.52,284.58,19172.27,530.84,939.64,180.87,106.09,1.9011
MAMATA,MAMATA,2019,3459.29,2732.52,777.25,13213.31,12613.98,11710.43,312.34,304.2,19011.69,441.86,1306.72,236.99,54.12,4.5248
MAMATA,MAMATA,2020,3780.68,3452.41,421.99,12821.18,12640.58,10922.36,312.37,324.25,19018.64,589.28,941.52,293.04,192.33,6.0255
MAMATA,MAMATA,2021,4590.66,2254.87,479.11,13600.21,13917.83,11474.74,317.62,313.63,18972.02,522.59,850.55,338.77,302.57,1.9525
MAMATA,MAMATA,2022,6050.41,4580.73,605.61,14153.41,14465.23,10548.94,311.82,328.13,19604.54,667.63,766.82,270.87,182.54,1.4339
MAMATA,MAMATA,2023,4222.94,3126.6,739.3,14117.79,14432.37,10792.93,314.58,339.87,20091.65,527.11,623.3,425.05,394.54,2.3611
MANAKALUCO,MANAKALUCO,2018,7454.55,3703.73,1668.64,7349.93,16701.54,5312.87,9844.23,1910.27,8507.62,3945.29,311.3,1407.09,1225.99,7.2058
MANAKALUCO,MANAKALUCO,2019,4453.02,5059.06,449.3,7991.65,17176.54,5209.17,9731.14,2065.91,8603.44,3701.18,415.38,1637.84,1583.28,9.5982
MANAKALUCO,MANAKALUCO,2020,4503.11,4655.37,986.32,7760.22,17125.33,5199.76,9593.47,2095.6,8684.63,3508.21,300.26,2466.94,2361.89,60.3018
MANAKALUCO,MANAKALUCO,2021,7774.34,4446.33,1481.12,8636.21,18314.22,5151.99,9678.02,2138.61,8701.58,4051.41,520.74,2482.23,2381.39,14.2907
MANAKALUCO,MANAKALUCO,2022,5766.95,4788.62,1097.07,9019.94,19578.3,4816.8,10558.36,2197.43,8826.08,4246.45,449.59,2244.32,2010.29,7.4754
MANAKALUCO,MANAKALUCO,2023,7309.88,4464.31,1234.44,8800.72,19246.7,4881.96,10445.98,2321.68,8656.08,3693.84,325.37,2052.76,1848.16,24.1482
MANAKCOAT,MANAKCOAT,2018,3779.03,2951.39,741.88,6385.41,8825.6,4762.14,2978.31,1395.5,4820.48,2887.03,568.8,1576.04,1413.27,3.9915
MANAKCOAT,MANAKCOAT,2019,2651.01,2579.76,185.81,6196.68,9303.45,4777.81,3145.79,1451.52,5003.77,2636.26,519.06,1629.06,1481.58,5.5008
MANAKCOAT,MANAKCOAT,2020,2453.49,2106.02,403.44,6626.8,9707.04,4596.5,3080.24,1540.12,5048.27,2311.04,242.4,1732.33,1493.9,5.0733
MANAKCOAT,MANAKCOAT,2021,4427.65,2325.04,805.89,6735.03,9955.18,4841.92,3220.15,1519.7,5283.27,2634.71,231.38,1987.9,1907.6,12.6115
MANAKCOAT,MANAKCOAT,2022,4197.62,3034.63,446.59,7003.05,10303.94,4531.86,3300.88,1630.82,5297.35,2947.94,497.14,1929.68,1863.92,5.5088
MANAKCOAT,MANAKCOAT,2023,3745.21,2145.98,809.12,6892.37,10196.92,4633.57,3304.55,1629.72,5322.77,3043.01,259.75,1945.8,1869.83,5.8692
MANAKSIA,MANAKSIA,2018,4713.94,4142.36,422.62,3571.49,19465.91,1293.2,17327.86,1988.77,5076.17,2933.41,99.95,1855.48,1737.74,16.0564
MANAKSIA,MANAKSIA,2019,8630.66,4906.05,1390.05,3935.29,20044.77,1236.96,17901.16,2079.86,5293.52,4283.16,70.36,1309.72,1284.46,8.5159
MANAKSIA,MANAKSIA,2020,7447.8,4014.64,482.31,3447.42,20868.08,1239.37,19024.57,2140.88,5330.16,4441.1,105.01,1592.88,1515.04,7.9043
MANAKSIA,MANAKSIA,2021,5651.75,4169.65,670.95,3468.29,21696.41,1174.99,18261.71,2184.32,5474.14,3069.05,118.0,1341.26,1300.88,7.3792
MANAKSIA,MANAKSIA,2022,8989.21,5461.1,1148.66,4182.86,22074.12,1179.25,19059.13,2195.26,5472.73,3485.72,124.83,1279.19,1095.38,7.1559
MANAKSIA,MANAKSIA,2023,10261.83,6044.84,1119.98,4481.37,22834.69,1156.7,19525.78,2312.41,5562.53,3291.97,94.25,2645.69,2465.59,46.265
MANAKSTEEL,MANAKSTEEL,2018,2713.45,1744.94,393.44,10990.24,9777.51,10030.52,240.54,1201.36,21410.74,2122.72,1121.8,1165.31,915.56,23.3528
MANAKSTEEL,MANAKSTEEL,2019,3707.6,2872.66,673.94,11975.46,10200.05,10395.49,254.44,1225.14,21639.48,2062.72,652.4,1009.08,965.86,8.5896
MANAKSTEEL,MANAKSTEEL,2020,3640.12,2482.24,483.96,10833.61,10369.04,9468.38,262.03,1245.57,21874.77,1826.23,430.42,931.55,682.92,4.111
MANAKSTEEL,MANAKSTEEL,2021,2733.24,2135.53,594.97,10723.1,10756.67,9548.56,265.6,1318.83,22609.85,2615.46,960.33,863.49,704.91,6.0552
MANAKSTEEL,MANAKSTEEL,2022,3480.86,3349.35,761.5,11508.19,11765.77,9510.2,257.58,1277.41,23405.33,2196.08,554.83,1105.14,1022.75,4.8065
MANAKSTEEL,MANAKSTEEL,2023,3290.88,2042.33,654.63,10953.0,11209.73,9361.21,256.73,1327.09,23298.27,2229.07,736.99,931.2,799.07,3.9745
MANALIPETC,MANALIPETC,2018,3364.31,2109.63,671.86,5555.03,12515.41,4394.74,6969.65,1751.62,1990.79,3162.63,232.6,1311.02,1262.91,12.1987
MANALIPETC,MANALIPETC,2019,4473.6,3387.43,825.96,6085.38,13408.68,4162.38,7323.3,1772.62,2033.27,3547.91,461.1,1973.65,1813.43,7.8638
MANALIPETC,MANALIPETC,2020,4621.62,3471.07,991.49,6083.7,13266.4,4174.61,7228.16,1879.37,2021.81,3940.25,339.0,2370.47,2177.05,5.4575
MANALIPETC,MANALIPETC,2021,4590.59,2969.88,575.86,6740.89,14247.82,4102.2,7506.92,1953.96,2057.8,3154.16,294.58,2363.17,2310.33,18.3882
MANALIPETC,MANALIPETC,2022,6011.87,3048.32,532.07,7169.99,14905.62,3961.65,7735.63,1904.41,2082.53,3283.04,322.91,1642.12,1585.02,7.3527
MANALIPETC,MANALIPETC,2023,3479.67,2889.26,797.72,6681.46,14409.64,3814.97,7728.18,1995.92,2098.46,2907.82,389.15,2557.42,2503.97,20.4275
MANAPPURAM,MANAPPURAM,2018,5982.06,3105.31,996.05,10399.23,15491.74,8691.31,5838.38,1079.91,13005.17,1600.43,556.71,1241.45,1168.77,15.3741
